number,value,params_fast_period,params_slow_period,params_stop_loss_pct,params_stop_loss_type,params_take_profit_atr_mult,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
123,-3.6531393932333636,6,50,0.02,fixed,4.0,3.3324169097229497e-06,10015.374248229962,10000.0,5.0,0.1960922358132429,15.374248229962177,0.0015374248229962362,-3.6531393932333636,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.02, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0015362441953822798,7.0,2.0
124,-3.6838869101282254,6,50,0.015,fixed,4.0,3.559269662375116e-06,10016.421702014966,10000.0,5.0,0.18449293479945117,16.421702014966286,0.0016421702014965955,-3.6838869101282254,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.015, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0016408233143549284,7.0,2.0
125,-3.6531393932333636,6,50,0.02,fixed,4.0,3.3324169097229497e-06,10015.374248229962,10000.0,5.0,0.1960922358132429,15.374248229962177,0.0015374248229962362,-3.6531393932333636,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.02, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0015362441953822798,7.0,2.0
126,-3.534366368879534,6,50,0.025,fixed,4.0,3.347874596332879e-06,10015.445617976316,10000.0,4.0,0.2309419477618966,15.445617976316498,0.0015445617976317383,-3.534366368879534,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.025, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0015433701889094574,6.0,2.0
127,-2.129086714819556,6,50,0.045000000000000005,fixed,4.0,1.9998386824235692e-06,10009.223507366614,10000.0,3.0,0.43628920143492056,9.223507366614285,0.0009223507366613592,-2.129086714819556,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009219256325972655,5.0,2.0
128,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
129,-6.62234994079889,19,50,0.045000000000000005,trailing,4.5,2.292197645191671e-06,10010.572616218775,10000.0,3.0,0.49613141519113796,10.572616218774783,0.001057261621877581,-6.62234994079889,"{'fast_period': 19, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0010567031144333603,5.0,2.0
130,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
131,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
132,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
133,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
134,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
135,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
136,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
137,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
138,-5.151567028083727,15,50,0.045000000000000005,trailing,4.5,8.43879467204392e-06,10038.978613222975,10000.0,2.0,0.29875790848072015,38.97861322297467,0.0038978613222975245,-5.151567028083727,"{'fast_period': 15, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003890284343812247,5.0,3.0
139,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
140,-5.151567028083727,15,50,0.045000000000000005,trailing,4.5,8.43879467204392e-06,10038.978613222975,10000.0,2.0,0.29875790848072015,38.97861322297467,0.0038978613222975245,-5.151567028083727,"{'fast_period': 15, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003890284343812247,5.0,3.0
141,-2.3962258956914364,8,50,0.045000000000000005,trailing,4.5,4.080252942420478e-06,10018.827667903019,10000.0,3.0,0.31891717654781315,18.827667903018664,0.0018827667903018597,-2.3962258956914364,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809966064558402,5.0,2.0
142,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
143,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
144,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
145,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
146,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
147,-2.9211660783953652,8,50,0.04,trailing,5.0,1.886235431095748e-06,10008.699327058845,10000.0,4.0,0.3192389342529729,8.699327058844574,0.0008699327058845352,-2.9211660783953652,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008695545337351399,6.0,2.0
148,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
149,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
150,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
151,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
152,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
153,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
154,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
155,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
156,-2.058471458686667,6,50,0.05,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
157,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
158,-2.058471458686667,6,50,0.05,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
159,-2.058471458686667,6,50,0.045000000000000005,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
160,-2.058471458686667,6,50,0.05,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
161,-2.058471458686667,6,50,0.05,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
162,-2.058471458686667,6,50,0.045000000000000005,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
163,-2.058471458686667,6,50,0.05,trailing,4.5,2.4483025290740346e-06,10011.29304650728,10000.0,3.0,0.43619938859788987,11.293046507280451,0.0011293046507281357,-2.058471458686667,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00112866746590313,5.0,2.0
164,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
165,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
166,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
167,-2.0275072299412433,7,50,0.045000000000000005,trailing,4.5,2.428571289233097e-06,10011.201983183078,10000.0,3.0,0.44286759768423856,11.201983183078482,0.0011201983183077857,-2.0275072299412433,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195713643364577,5.0,2.0
168,-2.3962258956914364,8,50,0.045000000000000005,trailing,4.5,4.080252942420478e-06,10018.827667903019,10000.0,3.0,0.31891717654781315,18.827667903018664,0.0018827667903018597,-2.3962258956914364,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809966064558402,5.0,2.0
169,-2.3962258956914364,8,50,0.045000000000000005,trailing,4.5,4.080252942420478e-06,10018.827667903019,10000.0,3.0,0.31891717654781315,18.827667903018664,0.0018827667903018597,-2.3962258956914364,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809966064558402,5.0,2.0
170,-4.073891828961044,11,50,0.045000000000000005,trailing,4.5,1.2916493689054702e-05,10059.722668868617,10000.0,1.0,0.22392337201167065,59.72266886861689,0.005972266886861588,-4.073891828961044,"{'fast_period': 11, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005954503590654218,4.0,3.0
171,-2.02750674152615,7,50,0.045000000000000005,trailing,4.5,2.428574545051899e-06,10011.201998209215,10000.0,3.0,0.4428675970223477,11.201998209215162,0.0011201998209215969,-2.02750674152615,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195728652689256,5.0,2.0
172,-2.02750674152615,7,50,0.045000000000000005,trailing,4.5,2.428574545051899e-06,10011.201998209215,10000.0,3.0,0.4428675970223477,11.201998209215162,0.0011201998209215969,-2.02750674152615,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195728652689256,5.0,2.0
173,-3.0912003741139285,7,50,0.045000000000000005,trailing,2.5,-2.828615827884018e-06,9986.96857931349,10000.0,3.0,0.4348738286053799,-13.031420686509591,-0.0013031420686510087,-3.0912003741139285,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 2.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0013039918966545323,5.0,2.0
174,-2.02750674152615,7,50,0.045000000000000005,trailing,4.5,2.428574545051899e-06,10011.201998209215,10000.0,3.0,0.4428675970223477,11.201998209215162,0.0011201998209215969,-2.02750674152615,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195728652689256,5.0,2.0
175,-3.838379554032024,12,50,0.045000000000000005,trailing,4.5,1.0321080953616432e-05,10047.693556627457,10000.0,1.0,0.30074857075905415,47.69355662745693,0.004769355662745722,-3.838379554032024,"{'fast_period': 12, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004758018319617175,4.0,3.0
176,-2.6498217100559973,7,30,0.045000000000000005,trailing,4.5,4.353172184705763e-06,10020.088273727884,10000.0,3.0,0.5170048017122684,20.08827372788437,0.002008827372788513,-2.6498217100559973,"{'fast_period': 7, 'slow_period': 30, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020068123771493566,6.0,3.0
177,-2.6498217100559973,7,30,0.045000000000000005,trailing,4.5,4.353172184705763e-06,10020.088273727884,10000.0,3.0,0.5170048017122684,20.08827372788437,0.002008827372788513,-2.6498217100559973,"{'fast_period': 7, 'slow_period': 30, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020068123771493566,6.0,3.0
178,-2.396225234360708,8,50,0.045000000000000005,trailing,4.5,4.080256131395007e-06,10018.82768263187,10000.0,3.0,0.31891717608035974,18.82768263187063,0.0018827682631870069,-2.396225234360708,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809980765730984,5.0,2.0
179,-2.396225234360708,8,50,0.045000000000000005,trailing,4.5,4.080256131395007e-06,10018.82768263187,10000.0,3.0,0.31891717608035974,18.82768263187063,0.0018827682631870069,-2.396225234360708,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809980765730984,5.0,2.0
180,-2.396225234360708,8,50,0.045000000000000005,trailing,4.5,4.080256131395007e-06,10018.82768263187,10000.0,3.0,0.31891717608035974,18.82768263187063,0.0018827682631870069,-2.396225234360708,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809980765730984,5.0,2.0
181,-2.396225234360708,8,50,0.045000000000000005,trailing,4.5,4.080256131395007e-06,10018.82768263187,10000.0,3.0,0.31891717608035974,18.82768263187063,0.0018827682631870069,-2.396225234360708,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809980765730984,5.0,2.0
182,-2.396225234360708,8,50,0.045000000000000005,trailing,4.5,4.080256131395007e-06,10018.82768263187,10000.0,3.0,0.31891717608035974,18.82768263187063,0.0018827682631870069,-2.396225234360708,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809980765730984,5.0,2.0
