number,value,params_fast_period,params_slow_period,params_stop_loss_pct,params_stop_loss_type,params_take_profit_atr_mult,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
313,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
314,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
315,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
316,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
317,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
318,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
319,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
320,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
321,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
322,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
323,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
324,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
325,-5.996630662196024,6,50,0.04,,5.0,2.1086149305996987e-06,10036.312862680204,10000.0,14.0,0.3207405867920618,36.31286268020449,0.0036312862680203395,-5.996630662196024,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.003624709065700882,24.0,10.0
326,-4.971423459737934,11,50,0.04,,5.0,2.838504750796616e-06,10048.913132737991,10000.0,11.0,0.31537120078178155,48.91313273799096,0.004891313273799103,-4.971423459737934,"{'fast_period': 11, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0048793896666193826,21.0,10.0
327,-6.860712186710884,6,45,0.04,,5.0,-7.626520812436999e-07,9986.898600560196,10000.0,17.0,0.5148908404697258,-13.101399439803572,-0.0013101399439803263,-6.860712186710884,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0013109989276579202,27.0,10.0
328,-6.860712186710884,6,45,0.04,,5.0,-7.626520812436999e-07,9986.898600560196,10000.0,17.0,0.5148908404697258,-13.101399439803572,-0.0013101399439803263,-6.860712186710884,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0013109989276579202,27.0,10.0
329,-5.85881967703405,11,45,0.04,,5.0,1.7188211230857526e-06,10029.590228014553,10000.0,15.0,0.30750215985362894,29.59022801455285,0.0029590228014553244,-5.85881967703405,"{'fast_period': 11, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029546535105844087,23.0,8.0
330,-6.558000313020864,6,45,0.045000000000000005,,5.0,-2.053170139523863e-06,9964.768215395063,10000.0,18.0,0.6332942837801003,-35.231784604937275,-0.00352317846049377,-6.558000313020864,"{'fast_period': 6, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0035293994698415206,27.0,9.0
331,-7.432206655344891,4,45,0.045000000000000005,,5.0,-4.755392259779209e-07,9991.828820933504,10000.0,15.0,0.4515434631106678,-8.171179066495824,-0.0008171179066496226,-7.432206655344891,"{'fast_period': 4, 'slow_period': 45, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.000817451929456046,27.0,12.0
332,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
333,-7.666875183431308,16,50,0.045000000000000005,,5.0,2.823682898596051e-06,10048.657102114186,10000.0,9.0,0.22978127293840422,48.65710211418627,0.004865710211418683,-7.666875183431308,"{'fast_period': 16, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0048539109026866116,17.0,8.0
334,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
335,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
